  0.00000000,   0.00396825,   0.00793651,   0.00793651,   0.00793651,   0.00793651,   0.00793651,   0.01984127,   0.00000000,   0.00396825,   0.00793651,   0.00793651,   0.00793651,   0.00793651,   0.00793651,   0.02380952,   0.00000000,   0.00793651,   0.00793651,   0.00793651,   0.00793651,   0.00793651,   0.00793651,   0.02777778,   0.00000000,   0.00793651,   0.00793651,   0.00793651,   0.00793651,   0.00793651,   0.00793651,   0.02777778,   0.00000000,   0.00793651,   0.00000000,   0.00000000,   0.00396825,   0.00396825,   0.00000000,   0.01587302,   0.00000000,   0.00396825,   0.00000000,   0.00000000,   0.00396825,   0.00396825,   0.00000000,   0.01587302,   0.00396825,   0.00396825,   0.00000000,   0.00000000,   0.00396825,   0.00396825,   0.00000000,   0.01587302,   0.02777778,   0.03571429,   0.03968254,   0.03571429,   0.01984127,   0.00000000,   0.00000000,   0.02777778, 101.00000000
  0.00000000,   0.00000000,   0.00000000,   0.00370370,   0.00617284,   0.00617284,   0.00370370,   0.00000000,   0.00000000,   0.00740741,   0.01111111,   0.01111111,   0.01111111,   0.01111111,   0.01111111,   0.01358025,   0.00617284,   0.00987654,   0.00617284,   0.00370370,   0.00370370,   0.00370370,   0.00740741,   0.02222222,   0.01111111,   0.00123457,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.02098765,   0.01111111,   0.00000000,   0.00617284,   0.00740741,   0.00246914,   0.00000000,   0.00000000,   0.01728395,   0.00987654,   0.01111111,   0.01111111,   0.01111111,   0.01111111,   0.00493827,   0.00370370,   0.01604938,   0.00864198,   0.00864198,   0.00000000,   0.00493827,   0.01111111,   0.01111111,   0.01111111,   0.01728395,   0.01728395,   0.01975309,   0.01358025,   0.01975309,   0.00617284,   0.00370370,   0.00123457,   0.03703704,  69.00000000
  0.00563607,   0.01127214,   0.00120773,   0.00000000,   0.00000000,   0.00644122,   0.00000000,   0.00000000,   0.01207729,   0.01288245,   0.01006441,   0.00644122,   0.00805153,   0.01288245,   0.00362319,   0.00442834,   0.00362319,   0.01247987,   0.01288245,   0.01288245,   0.01288245,   0.01288245,   0.01288245,   0.02053140,   0.00000000,   0.00966184,   0.01046699,   0.01127214,   0.01288245,   0.01288245,   0.01006441,   0.01409018,   0.00040258,   0.01247987,   0.00000000,   0.00000000,   0.00684380,   0.01288245,   0.00000000,   0.00000000,   0.00523349,   0.01288245,   0.00362319,   0.00000000,   0.00402576,   0.01288245,   0.00362319,   0.00000000,   0.00764895,   0.01288245,   0.01247987,   0.00563607,   0.00483092,   0.01247987,   0.00201288,   0.00000000,   0.00120773,   0.01127214,   0.02254428,   0.02415459,   0.01851852,   0.00442834,   0.00000000,   0.00000000, 112.00000000
  0.00980392,   0.01307190,   0.01198257,   0.00726216,   0.00435730,   0.00290487,   0.00580973,   0.01307190,   0.00399419,   0.01089325,   0.01307190,   0.01307190,   0.01307190,   0.01307190,   0.01307190,   0.02541757,   0.00000000,   0.00762527,   0.01198257,   0.00653595,   0.00653595,   0.00653595,   0.00871460,   0.01779230,   0.00399419,   0.01307190,   0.01089325,   0.00254176,   0.00217865,   0.00290487,   0.00689906,   0.00871460,   0.00363108,   0.01161946,   0.01307190,   0.01307190,   0.01307190,   0.01307190,   0.01307190,   0.01597676,   0.00036311,   0.00980392,   0.01307190,   0.00653595,   0.00472041,   0.00508351,   0.01198257,   0.02323893,   0.00617284,   0.01307190,   0.01307190,   0.00689906,   0.00072622,   0.00036311,   0.01053014,   0.01633987,   0.00435730,   0.01016703,   0.01670298,   0.01888163,   0.01960784,   0.01706609,   0.01234568,   0.00363108, 119.00000000
  0.00505051,   0.00505051,   0.00063131,   0.00820707,   0.00000000,   0.00000000,   0.00252525,   0.00189394,   0.00441919,   0.01515152,   0.01515152,   0.01515152,   0.01515152,   0.01515152,   0.01515152,   0.01136364,   0.00441919,   0.01515152,   0.01515152,   0.01515152,   0.01515152,   0.01515152,   0.01515152,   0.01830808,   0.00946970,   0.01515152,   0.01515152,   0.01515152,   0.01515152,   0.01515152,   0.01515152,   0.01830808,   0.01452020,   0.01515152,   0.01515152,   0.01515152,   0.00568182,   0.00568182,   0.01199495,   0.01325758,   0.01515152,   0.01515152,   0.00757576,   0.01325758,   0.00000000,   0.00000000,   0.00189394,   0.00505051,   0.01452020,   0.01515152,   0.00694444,   0.01136364,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00505051,   0.01262626,   0.00189394,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000, 107.00000000
  0.00219298,   0.01315789,   0.01315789,   0.00877193,   0.00438596,   0.00438596,   0.00438596,   0.02850877,   0.01096491,   0.01315789,   0.01315789,   0.01315789,   0.01315789,   0.01315789,   0.01315789,   0.03289474,   0.00000000,   0.00000000,   0.01315789,   0.00657895,   0.00000000,   0.00000000,   0.00000000,   0.00877193,   0.00000000,   0.00657895,   0.01315789,   0.00657895,   0.00438596,   0.00438596,   0.00438596,   0.01535088,   0.00000000,   0.00438596,   0.01315789,   0.01315789,   0.01315789,   0.01315789,   0.01315789,   0.03289474,   0.00000000,   0.00000000,   0.00877193,   0.00877193,   0.00000000,   0.00000000,   0.00000000,   0.02192982,   0.00000000,   0.00438596,   0.01315789,   0.01315789,   0.00877193,   0.00438596,   0.00438596,   0.02412281,   0.00000000,   0.00219298,   0.00877193,   0.01096491,   0.01315789,   0.01315789,   0.01315789,   0.01754386, 119.00000000
  0.00937500,   0.01250000,   0.00937500,   0.00625000,   0.00625000,   0.00625000,   0.00625000,   0.03437500,   0.01250000,   0.01250000,   0.01250000,   0.01250000,   0.01250000,   0.01250000,   0.01250000,   0.03750000,   0.00937500,   0.00937500,   0.00625000,   0.00625000,   0.00625000,   0.00625000,   0.00625000,   0.03125000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.01250000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00937500,   0.00937500,   0.01250000,   0.00625000,   0.00625000,   0.00625000,   0.00625000,   0.00625000,   0.02500000,   0.01250000,   0.01250000,   0.01250000,   0.01250000,   0.01250000,   0.01250000,   0.01250000,   0.03750000,   0.00937500,   0.01250000,   0.00937500,   0.00625000,   0.00625000,   0.00625000,   0.00625000,   0.03125000, 117.00000000
  0.00505515,   0.00965074,   0.00229779,   0.00183824,   0.00321691,   0.00413603,   0.00781250,   0.00643382,   0.00551471,   0.01470588,   0.01470588,   0.01470588,   0.01470588,   0.01470588,   0.01470588,   0.01194853,   0.00827206,   0.01470588,   0.01470588,   0.01470588,   0.01470588,   0.01470588,   0.01470588,   0.01930147,   0.01194853,   0.00827206,   0.00505515,   0.01378676,   0.00597426,   0.00367647,   0.00965074,   0.02205882,   0.01056985,   0.00000000,   0.00137868,   0.01378676,   0.00229779,   0.00000000,   0.00367647,   0.02068015,   0.00000000,   0.00000000,   0.00505515,   0.01470588,   0.01332721,   0.00597426,   0.00919118,   0.01240809,   0.00000000,   0.00000000,   0.00413603,   0.01470588,   0.01470588,   0.01470588,   0.01378676,   0.00321691,   0.00000000,   0.00000000,   0.00000000,   0.00275735,   0.01240809,   0.01148897,   0.00275735,   0.00000000,  98.00000000
  0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00307692,   0.01230769,   0.00307692,   0.00123077,   0.00246154,   0.00000000,   0.00553846,   0.00246154,   0.01353846,   0.01476923,   0.01107692,   0.00861538,   0.01046154,   0.00000000,   0.01292308,   0.01476923,   0.01107692,   0.00984615,   0.01476923,   0.01415385,   0.01415385,   0.00676923,   0.01476923,   0.01476923,   0.00184615,   0.00000000,   0.01353846,   0.01476923,   0.01476923,   0.01476923,   0.01476923,   0.01476923,   0.00738462,   0.00123077,   0.01415385,   0.01230769,   0.01476923,   0.01415385,   0.01415385,   0.01476923,   0.01476923,   0.01476923,   0.01538462,   0.00307692,   0.01476923,   0.00861538,   0.01292308,   0.01476923,   0.01476923,   0.01476923,   0.01107692,   0.00000000,   0.00369231,   0.00061538,   0.00923077,   0.00738462,   0.01661538,   0.01723077,   0.00492308, 122.00000000
  0.00584795,   0.00584795,   0.00000000,   0.00000000,   0.00194932,   0.01169591,   0.00000000,   0.00000000,   0.01169591,   0.01169591,   0.01169591,   0.01169591,   0.01169591,   0.01169591,   0.01169591,   0.01949318,   0.00779727,   0.01169591,   0.01169591,   0.01169591,   0.01169591,   0.01169591,   0.01169591,   0.02144250,   0.00584795,   0.00974659,   0.00584795,   0.00389864,   0.00389864,   0.01169591,   0.00779727,   0.00584795,   0.00389864,   0.00194932,   0.00000000,   0.00000000,   0.00389864,   0.01169591,   0.00389864,   0.00000000,   0.00779727,   0.00000000,   0.00000000,   0.00000000,   0.00389864,   0.01169591,   0.00194932,   0.00000000,   0.00779727,   0.00779727,   0.00000000,   0.00000000,   0.00389864,   0.00779727,   0.00000000,   0.00000000,   0.00974659,   0.02144250,   0.02729045,   0.02144250,   0.01364522,   0.00000000,   0.00000000,   0.00000000, 112.00000000
